user_id,signup_date,device_type,channel,step_1_landing,step_2_account_created,step_3_email_verified,step_4_first_use,step_5_engaged_return
30,2023-01-02 05:00:00,Mobile,Organic,1,1,1,1,0
31,2023-01-02 06:00:00,Desktop,Organic,1,1,1,0,0
32,2023-01-02 07:00:00,Mobile,Paid,1,0,0,0,0
33,2023-01-02 08:00:00,Mobile,Paid,1,0,0,0,0
34,2023-01-02 09:00:00,Tablet,Paid,1,0,0,0,0
35,2023-01-02 10:00:00,Tablet,Organic,1,1,1,1,1
36,2023-01-02 11:00:00,Desktop,Organic,1,1,0,0,0
37,2023-01-02 12:00:00,Mobile,Paid,1,0,0,0,0
38,2023-01-02 13:00:00,Mobile,Referral,1,1,1,1,0
39,2023-01-02 14:00:00,Desktop,Paid,1,1,0,0,0
40,2023-01-02 15:00:00,Mobile,Referral,1,1,1,1,1
41,2023-01-02 16:00:00,Mobile,Paid,1,0,0,0,0
42,2023-01-02 17:00:00,Mobile,Paid,1,1,1,0,0
43,2023-01-02 18:00:00,Mobile,Organic,1,1,1,0,0
44,2023-01-02 19:00:00,Tablet,Paid,1,1,1,1,0
45,2023-01-02 20:00:00,Mobile,Paid,1,1,0,0,0
46,2023-01-02 21:00:00,Desktop,Paid,1,1,1,0,0
47,2023-01-02 22:00:00,Mobile,Organic,1,1,1,1,0
48,2023-01-02 23:00:00,Mobile,Paid,1,1,1,1,0
49,2023-01-03 00:00:00,Mobile,Organic,1,1,1,1,0
50,2023-01-03 01:00:00,Mobile,Paid,1,0,0,0,0
51,2023-01-03 02:00:00,Tablet,Organic,1,0,0,0,0
52,2023-01-03 03:00:00,Desktop,Referral,1,1,0,0,0
53,2023-01-03 04:00:00,Tablet,Organic,1,0,0,0,0
54,2023-01-03 05:00:00,Desktop,Organic,1,1,0,0,0
55,2023-01-03 06:00:00,Mobile,Organic,1,1,1,0,0
56,2023-01-03 07:00:00,Tablet,Paid,1,1,0,0,0
57,2023-01-03 08:00:00,Mobile,Organic,1,1,1,1,1
58,2023-01-03 09:00:00,Mobile,Organic,1,1,1,1,0
59,2023-01-03 10:00:00,Mobile,Paid,1,1,1,0,0
60,2023-01-03 11:00:00,Mobile,Organic,1,1,1,0,0
61,2023-01-03 12:00:00,Mobile,Referral,1,1,1,1,0
62,2023-01-03 13:00:00,Mobile,Referral,1,1,1,1,0
63,2023-01-03 14:00:00,Desktop,Paid,1,1,1,0,0
64,2023-01-03 15:00:00,Mobile,Organic,1,1,1,0,0
65,2023-01-03 16:00:00,Mobile,Paid,1,1,1,0,0
66,2023-01-03 17:00:00,Mobile,Organic,1,1,1,1,0
67,2023-01-03 18:00:00,Mobile,Organic,1,1,1,1,0
68,2023-01-03 19:00:00,Desktop,Organic,1,1,1,1,1
69,2023-01-03 20:00:00,Mobile,Referral,1,1,1,1,1
70,2023-01-03 21:00:00,Tablet,Organic,1,0,0,0,0
71,2023-01-03 22:00:00,Desktop,Paid,1,0,0,0,0
72,2023-01-03 23:00:00,Mobile,Paid,1,0,0,0,0
73,2023-01-04 00:00:00,Mobile,Organic,1,1,1,1,1
74,2023-01-04 01:00:00,Desktop,Organic,1,1,1,0,0
75,2023-01-04 02:00:00,Desktop,Referral,1,0,0,0,0
76,2023-01-04 03:00:00,Desktop,Paid,1,1,1,1,0
77,2023-01-04 04:00:00,Desktop,Paid,1,1,1,1,1
78,2023-01-04 05:00:00,Mobile,Organic,1,1,1,1,0
79,2023-01-04 06:00:00,Mobile,Organic,1,1,1,0,0
80,2023-01-04 07:00:00,Mobile,Organic,1,0,0,0,0
81,2023-01-04 08:00:00,Desktop,Organic,1,1,1,0,0
82,2023-01-04 09:00:00,Desktop,Organic,1,1,1,1,1
83,2023-01-04 10:00:00,Mobile,Referral,1,1,1,1,1
84,2023-01-04 11:00:00,Mobile,Organic,1,1,1,0,0
85,2023-01-04 12:00:00,Mobile,Organic,1,1,1,1,1
86,2023-01-04 13:00:00,Mobile,Paid,1,1,1,1,1
87,2023-01-04 14:00:00,Desktop,Paid,1,1,0,0,0
88,2023-01-04 15:00:00,Desktop,Organic,1,1,1,1,0
89,2023-01-04 16:00:00,Desktop,Paid,1,1,1,1,1
90,2023-01-04 17:00:00,Mobile,Organic,1,1,1,1,1
91,2023-01-04 18:00:00,Mobile,Organic,1,1,1,0,0
92,2023-01-04 19:00:00,Desktop,Organic,1,1,1,0,0
93,2023-01-04 20:00:00,Desktop,Referral,1,1,1,0,0
94,2023-01-04 21:00:00,Mobile,Organic,1,0,0,0,0
95,2023-01-04 22:00:00,Desktop,Organic,1,0,0,0,0
96,2023-01-04 23:00:00,Mobile,Organic,1,1,1,1,0
97,2023-01-05 00:00:00,Mobile,Referral,1,1,1,1,0
98,2023-01-05 01:00:00,Mobile,Organic,1,1,1,1,1
99,2023-01-05 02:00:00,Mobile,Organic,1,1,1,0,0
100,2023-01-05 03:00:00,Mobile,Organic,1,1,1,1,1
101,2023-01-05 04:00:00,Mobile,Organic,1,0,0,0,0
102,2023-01-05 05:00:00,Desktop,Paid,1,1,1,1,1
103,2023-01-05 06:00:00,Mobile,Paid,1,0,0,0,0
104,2023-01-05 07:00:00,Mobile,Organic,1,1,1,1,0
105,2023-01-05 08:00:00,Tablet,Organic,1,1,0,0,0
106,2023-01-05 09:00:00,Mobile,Organic,1,1,0,0,0
107,2023-01-05 10:00:00,Mobile,Organic,1,1,1,0,0
108,2023-01-05 11:00:00,Desktop,Organic,1,1,1,0,0
109,2023-01-05 12:00:00,Mobile,Paid,1,1,1,0,0
110,2023-01-05 13:00:00,Mobile,Referral,1,1,1,1,0
111,2023-01-05 14:00:00,Mobile,Referral,1,1,0,0,0
112,2023-01-05 15:00:00,Mobile,Referral,1,1,0,0,0
113,2023-01-05 16:00:00,Tablet,Paid,1,1,0,0,0
114,2023-01-05 17:00:00,Desktop,Paid,1,1,1,0,0
115,2023-01-05 18:00:00,Desktop,Organic,1,1,1,1,0
116,2023-01-05 19:00:00,Desktop,Paid,1,1,0,0,0
117,2023-01-05 20:00:00,Desktop,Organic,1,1,1,1,0
118,2023-01-05 21:00:00,Mobile,Organic,1,1,0,0,0
119,2023-01-05 22:00:00,Desktop,Paid,1,1,1,1,1
120,2023-01-05 23:00:00,Mobile,Organic,1,1,1,1,0
121,2023-01-06 00:00:00,Desktop,Organic,1,1,1,0,0
122,2023-01-06 01:00:00,Desktop,Referral,1,1,1,0,0
123,2023-01-06 02:00:00,Mobile,Organic,1,0,0,0,0
124,2023-01-06 03:00:00,Mobile,Organic,1,1,1,1,1
125,2023-01-06 04:00:00,Mobile,Referral,1,1,1,1,1
126,2023-01-06 05:00:00,Mobile,Paid,1,0,0,0,0
127,2023-01-06 06:00:00,Desktop,Paid,1,1,1,0,0
128,2023-01-06 07:00:00,Desktop,Organic,1,0,0,0,0
129,2023-01-06 08:00:00,Mobile,Organic,1,1,0,0,0
130,2023-01-06 09:00:00,Mobile,Referral,1,1,1,0,0
131,2023-01-06 10:00:00,Mobile,Paid,1,0,0,0,0
132,2023-01-06 11:00:00,Mobile,Paid,1,1,0,0,0
133,2023-01-06 12:00:00,Mobile,Organic,1,1,0,0,0
134,2023-01-06 13:00:00,Mobile,Organic,1,1,1,1,1
135,2023-01-06 14:00:00,Tablet,Referral,1,1,0,0,0
136,2023-01-06 15:00:00,Mobile,Organic,1,1,1,1,0
137,2023-01-06 16:00:00,Mobile,Paid,1,1,1,1,0
138,2023-01-06 17:00:00,Desktop,Organic,1,1,1,1,1
139,2023-01-06 18:00:00,Mobile,Paid,1,1,1,0,0
140,2023-01-06 19:00:00,Tablet,Referral,1,1,0,0,0
141,2023-01-06 20:00:00,Tablet,Paid,1,1,0,0,0
142,2023-01-06 21:00:00,Mobile,Organic,1,1,0,0,0
143,2023-01-06 22:00:00,Mobile,Paid,1,0,0,0,0
144,2023-01-06 23:00:00,Mobile,Paid,1,1,1,0,0
145,2023-01-07 00:00:00,Mobile,Organic,1,1,1,0,0
146,2023-01-07 01:00:00,Mobile,Referral,1,1,0,0,0
147,2023-01-07 02:00:00,Desktop,Paid,1,1,0,0,0
148,2023-01-07 03:00:00,Mobile,Referral,1,1,0,0,0
149,2023-01-07 04:00:00,Mobile,Paid,1,0,0,0,0
150,2023-01-07 05:00:00,Mobile,Organic,1,1,1,0,0
151,2023-01-07 06:00:00,Tablet,Organic,1,0,0,0,0
152,2023-01-07 07:00:00,Mobile,Organic,1,1,0,0,0
153,2023-01-07 08:00:00,Mobile,Referral,1,1,0,0,0
154,2023-01-07 09:00:00,Mobile,Paid,1,1,1,1,1
155,2023-01-07 10:00:00,Tablet,Paid,1,1,1,1,1
156,2023-01-07 11:00:00,Mobile,Organic,1,1,1,1,1
157,2023-01-07 12:00:00,Desktop,Organic,1,1,1,1,1
158,2023-01-07 13:00:00,Desktop,Paid,1,1,1,1,0
159,2023-01-07 14:00:00,Mobile,Organic,1,0,0,0,0
160,2023-01-07 15:00:00,Desktop,Organic,1,0,0,0,0
161,2023-01-07 16:00:00,Mobile,Paid,1,1,1,1,0
162,2023-01-07 17:00:00,Desktop,Organic,1,1,1,0,0
163,2023-01-07 18:00:00,Desktop,Organic,1,1,1,0,0
164,2023-01-07 19:00:00,Mobile,Organic,1,1,1,0,0
165,2023-01-07 20:00:00,Mobile,Organic,1,0,0,0,0
166,2023-01-07 21:00:00,Desktop,Referral,1,1,1,1,1
167,2023-01-07 22:00:00,Mobile,Organic,1,1,1,1,1
168,2023-01-07 23:00:00,Mobile,Organic,1,1,1,0,0
169,2023-01-08 00:00:00,Mobile,Organic,1,1,1,1,1
170,2023-01-08 01:00:00,Mobile,Paid,1,1,0,0,0
171,2023-01-08 02:00:00,Desktop,Organic,1,1,1,0,0
172,2023-01-08 03:00:00,Mobile,Paid,1,1,1,1,0
173,2023-01-08 04:00:00,Mobile,Organic,1,1,0,0,0
174,2023-01-08 05:00:00,Mobile,Organic,1,1,1,1,0
175,2023-01-08 06:00:00,Desktop,Organic,1,1,0,0,0
176,2023-01-08 07:00:00,Mobile,Referral,1,1,0,0,0
177,2023-01-08 08:00:00,Desktop,Referral,1,1,1,0,0
178,2023-01-08 09:00:00,Mobile,Organic,1,1,1,1,1
179,2023-01-08 10:00:00,Tablet,Paid,1,1,1,1,0
180,2023-01-08 11:00:00,Mobile,Referral,1,1,1,1,1
181,2023-01-08 12:00:00,Mobile,Organic,1,1,1,0,0
182,2023-01-08 13:00:00,Mobile,Referral,1,1,1,0,0
183,2023-01-08 14:00:00,Tablet,Organic,1,1,0,0,0
184,2023-01-08 15:00:00,Desktop,Referral,1,1,1,0,0
185,2023-01-08 16:00:00,Mobile,Paid,1,1,1,1,0
186,2023-01-08 17:00:00,Desktop,Referral,1,1,1,1,1
187,2023-01-08 18:00:00,Desktop,Paid,1,0,0,0,0
188,2023-01-08 19:00:00,Mobile,Organic,1,0,0,0,0
189,2023-01-08 20:00:00,Mobile,Referral,1,1,1,0,0
190,2023-01-08 21:00:00,Mobile,Organic,1,1,1,1,1
191,2023-01-08 22:00:00,Mobile,Organic,1,1,0,0,0
192,2023-01-08 23:00:00,Desktop,Paid,1,1,1,1,1
193,2023-01-09 00:00:00,Tablet,Paid,1,1,1,1,0
194,2023-01-09 01:00:00,Desktop,Referral,1,0,0,0,0
195,2023-01-09 02:00:00,Mobile,Organic,1,1,1,1,1
196,2023-01-09 03:00:00,Mobile,Paid,1,0,0,0,0
197,2023-01-09 04:00:00,Desktop,Paid,1,1,0,0,0
198,2023-01-09 05:00:00,Desktop,Organic,1,1,0,0,0
199,2023-01-09 06:00:00,Desktop,Organic,1,1,1,0,0
200,2023-01-09 07:00:00,Desktop,Organic,1,1,1,0,0
201,2023-01-09 08:00:00,Desktop,Organic,1,1,1,1,0
202,2023-01-09 09:00:00,Mobile,Referral,1,1,1,1,0
203,2023-01-09 10:00:00,Mobile,Paid,1,1,1,1,1
204,2023-01-09 11:00:00,Desktop,Paid,1,1,1,1,0
205,2023-01-09 12:00:00,Desktop,Referral,1,1,1,0,0
206,2023-01-09 13:00:00,Mobile,Organic,1,1,1,1,0
207,2023-01-09 14:00:00,Mobile,Referral,1,1,0,0,0
208,2023-01-09 15:00:00,Desktop,Organic,1,1,0,0,0
209,2023-01-09 16:00:00,Mobile,Referral,1,1,1,1,1
210,2023-01-09 17:00:00,Mobile,Organic,1,1,1,1,1
211,2023-01-09 18:00:00,Mobile,Referral,1,0,0,0,0
212,2023-01-09 19:00:00,Desktop,Organic,1,1,1,1,0
213,2023-01-09 20:00:00,Desktop,Organic,1,1,0,0,0
214,2023-01-09 21:00:00,Mobile,Paid,1,1,1,1,1
215,2023-01-09 22:00:00,Desktop,Organic,1,0,0,0,0
216,2023-01-09 23:00:00,Mobile,Paid,1,1,1,1,0
217,2023-01-10 00:00:00,Mobile,Organic,1,1,0,0,0
218,2023-01-10 01:00:00,Desktop,Paid,1,1,1,1,1
219,2023-01-10 02:00:00,Desktop,Organic,1,1,1,0,0
220,2023-01-10 03:00:00,Desktop,Organic,1,1,1,0,0
221,2023-01-10 04:00:00,Desktop,Organic,1,1,0,0,0
222,2023-01-10 05:00:00,Mobile,Organic,1,1,0,0,0
223,2023-01-10 06:00:00,Mobile,Organic,1,0,0,0,0
224,2023-01-10 07:00:00,Mobile,Organic,1,1,0,0,0
225,2023-01-10 08:00:00,Mobile,Organic,1,1,1,0,0
226,2023-01-10 09:00:00,Mobile,Organic,1,1,1,1,1
227,2023-01-10 10:00:00,Tablet,Paid,1,1,1,1,0
228,2023-01-10 11:00:00,Mobile,Referral,1,1,1,1,1
229,2023-01-10 12:00:00,Desktop,Organic,1,1,0,0,0
230,2023-01-10 13:00:00,Desktop,Paid,1,1,0,0,0
231,2023-01-10 14:00:00,Desktop,Paid,1,1,1,0,0
232,2023-01-10 15:00:00,Mobile,Organic,1,1,1,1,0
233,2023-01-10 16:00:00,Mobile,Paid,1,0,0,0,0
234,2023-01-10 17:00:00,Mobile,Organic,1,1,1,0,0
235,2023-01-10 18:00:00,Mobile,Paid,1,1,1,1,1
236,2023-01-10 19:00:00,Desktop,Organic,1,1,1,1,1
237,2023-01-10 20:00:00,Mobile,Paid,1,1,1,1,1
238,2023-01-10 21:00:00,Mobile,Paid,1,1,1,0,0
239,2023-01-10 22:00:00,Desktop,Organic,1,0,0,0,0
240,2023-01-10 23:00:00,Mobile,Organic,1,1,1,1,0
241,2023-01-11 00:00:00,Tablet,Referral,1,1,0,0,0
242,2023-01-11 01:00:00,Tablet,Organic,1,1,1,0,0
243,2023-01-11 02:00:00,Tablet,Paid,1,1,1,0,0
244,2023-01-11 03:00:00,Mobile,Referral,1,1,0,0,0
245,2023-01-11 04:00:00,Mobile,Paid,1,1,1,1,0
246,2023-01-11 05:00:00,Tablet,Paid,1,0,0,0,0
247,2023-01-11 06:00:00,Mobile,Paid,1,1,0,0,0
248,2023-01-11 07:00:00,Tablet,Referral,1,1,1,1,1
249,2023-01-11 08:00:00,Tablet,Organic,1,0,0,0,0
250,2023-01-11 09:00:00,Desktop,Organic,1,1,1,1,0
251,2023-01-11 10:00:00,Mobile,Organic,1,1,1,0,0
252,2023-01-11 11:00:00,Mobile,Referral,1,1,1,1,1
253,2023-01-11 12:00:00,Desktop,Paid,1,1,1,0,0
254,2023-01-11 13:00:00,Mobile,Organic,1,1,0,0,0
255,2023-01-11 14:00:00,Mobile,Referral,1,0,0,0,0
256,2023-01-11 15:00:00,Mobile,Organic,1,1,0,0,0
257,2023-01-11 16:00:00,Tablet,Organic,1,1,0,0,0
258,2023-01-11 17:00:00,Desktop,Paid,1,1,1,0,0
259,2023-01-11 18:00:00,Mobile,Organic,1,0,0,0,0
260,2023-01-11 19:00:00,Mobile,Referral,1,1,1,1,1
261,2023-01-11 20:00:00,Desktop,Organic,1,1,1,0,0
262,2023-01-11 21:00:00,Tablet,Referral,1,1,0,0,0
263,2023-01-11 22:00:00,Mobile,Paid,1,1,1,1,0
264,2023-01-11 23:00:00,Mobile,Organic,1,0,0,0,0
265,2023-01-12 00:00:00,Desktop,Referral,1,0,0,0,0
266,2023-01-12 01:00:00,Desktop,Paid,1,1,1,1,0
267,2023-01-12 02:00:00,Desktop,Organic,1,1,1,1,1
268,2023-01-12 03:00:00,Desktop,Organic,1,1,1,1,0
269,2023-01-12 04:00:00,Mobile,Referral,1,1,1,1,0
270,2023-01-12 05:00:00,Mobile,Organic,1,1,1,1,1
271,2023-01-12 06:00:00,Desktop,Organic,1,1,1,1,0
272,2023-01-12 07:00:00,Desktop,Organic,1,1,1,0,0
273,2023-01-12 08:00:00,Desktop,Organic,1,0,0,0,0
274,2023-01-12 09:00:00,Tablet,Paid,1,1,0,0,0
275,2023-01-12 10:00:00,Mobile,Organic,1,0,0,0,0
276,2023-01-12 11:00:00,Mobile,Organic,1,1,1,1,1
277,2023-01-12 12:00:00,Desktop,Organic,1,1,1,1,0
278,2023-01-12 13:00:00,Desktop,Organic,1,0,0,0,0
279,2023-01-12 14:00:00,Desktop,Referral,1,1,1,0,0
280,2023-01-12 15:00:00,Desktop,Organic,1,1,0,0,0
281,2023-01-12 16:00:00,Desktop,Referral,1,1,0,0,0
282,2023-01-12 17:00:00,Mobile,Organic,1,1,0,0,0
283,2023-01-12 18:00:00,Mobile,Organic,1,0,0,0,0
284,2023-01-12 19:00:00,Mobile,Referral,1,0,0,0,0
285,2023-01-12 20:00:00,Mobile,Organic,1,1,1,1,0
286,2023-01-12 21:00:00,Mobile,Paid,1,1,0,0,0
287,2023-01-12 22:00:00,Mobile,Referral,1,1,1,0,0
288,2023-01-12 23:00:00,Mobile,Organic,1,1,0,0,0
289,2023-01-13 00:00:00,Mobile,Organic,1,1,0,0,0
290,2023-01-13 01:00:00,Mobile,Paid,1,1,0,0,0
291,2023-01-13 02:00:00,Mobile,Organic,1,1,1,0,0
292,2023-01-13 03:00:00,Mobile,Organic,1,1,0,0,0
293,2023-01-13 04:00:00,Desktop,Organic,1,1,1,1,1
294,2023-01-13 05:00:00,Mobile,Organic,1,1,1,0,0
295,2023-01-13 06:00:00,Mobile,Paid,1,1,1,1,0
296,2023-01-13 07:00:00,Mobile,Organic,1,0,0,0,0
297,2023-01-13 08:00:00,Desktop,Organic,1,0,0,0,0
298,2023-01-13 09:00:00,Mobile,Paid,1,1,1,1,0
299,2023-01-13 10:00:00,Desktop,Organic,1,1,1,0,0
300,2023-01-13 11:00:00,Mobile,Organic,1,0,0,0,0
301,2023-01-13 12:00:00,Mobile,Paid,1,0,0,0,0
302,2023-01-13 13:00:00,Mobile,Organic,1,0,0,0,0
303,2023-01-13 14:00:00,Mobile,Paid,1,1,1,0,0
304,2023-01-13 15:00:00,Desktop,Referral,1,0,0,0,0
305,2023-01-13 16:00:00,Desktop,Organic,1,1,1,1,1
306,2023-01-13 17:00:00,Tablet,Paid,1,1,1,0,0
307,2023-01-13 18:00:00,Mobile,Organic,1,0,0,0,0
308,2023-01-13 19:00:00,Mobile,Organic,1,1,0,0,0
309,2023-01-13 20:00:00,Desktop,Referral,1,0,0,0,0
310,2023-01-13 21:00:00,Mobile,Referral,1,1,1,0,0
311,2023-01-13 22:00:00,Mobile,Organic,1,0,0,0,0
312,2023-01-13 23:00:00,Mobile,Paid,1,1,1,1,0
313,2023-01-14 00:00:00,Mobile,Referral,1,0,0,0,0
314,2023-01-14 01:00:00,Tablet,Referral,1,1,1,0,0
315,2023-01-14 02:00:00,Desktop,Paid,1,1,1,1,1
316,2023-01-14 03:00:00,Desktop,Organic,1,1,0,0,0
317,2023-01-14 04:00:00,Mobile,Organic,1,1,1,0,0
318,2023-01-14 05:00:00,Mobile,Referral,1,1,1,0,0
319,2023-01-14 06:00:00,Mobile,Organic,1,1,0,0,0
320,2023-01-14 07:00:00,Mobile,Paid,1,1,1,0,0
321,2023-01-14 08:00:00,Mobile,Organic,1,1,0,0,0
322,2023-01-14 09:00:00,Desktop,Organic,1,1,0,0,0
323,2023-01-14 10:00:00,Desktop,Organic,1,0,0,0,0
324,2023-01-14 11:00:00,Mobile,Referral,1,1,0,0,0
325,2023-01-14 12:00:00,Tablet,Organic,1,1,1,1,1
326,2023-01-14 13:00:00,Desktop,Paid,1,1,1,1,1
327,2023-01-14 14:00:00,Mobile,Organic,1,1,1,1,0
328,2023-01-14 15:00:00,Desktop,Organic,1,1,1,0,0
329,2023-01-14 16:00:00,Mobile,Organic,1,1,0,0,0
330,2023-01-14 17:00:00,Mobile,Paid,1,0,0,0,0
331,2023-01-14 18:00:00,Mobile,Organic,1,1,1,1,0
332,2023-01-14 19:00:00,Desktop,Organic,1,1,0,0,0
333,2023-01-14 20:00:00,Mobile,Organic,1,1,1,0,0
334,2023-01-14 21:00:00,Mobile,Organic,1,1,1,1,1
335,2023-01-14 22:00:00,Mobile,Referral,1,1,1,0,0
336,2023-01-14 23:00:00,Mobile,Referral,1,1,0,0,0
337,2023-01-15 00:00:00,Desktop,Organic,1,1,1,0,0
338,2023-01-15 01:00:00,Desktop,Paid,1,1,1,1,1
339,2023-01-15 02:00:00,Mobile,Referral,1,1,1,1,1
340,2023-01-15 03:00:00,Mobile,Organic,1,0,0,0,0
341,2023-01-15 04:00:00,Mobile,Referral,1,1,0,0,0
342,2023-01-15 05:00:00,Mobile,Referral,1,1,1,1,1
343,2023-01-15 06:00:00,Mobile,Organic,1,1,1,1,0
344,2023-01-15 07:00:00,Mobile,Organic,1,1,1,1,1
345,2023-01-15 08:00:00,Mobile,Referral,1,0,0,0,0
346,2023-01-15 09:00:00,Desktop,Paid,1,1,0,0,0
347,2023-01-15 10:00:00,Desktop,Organic,1,1,1,1,1
348,2023-01-15 11:00:00,Mobile,Organic,1,0,0,0,0
349,2023-01-15 12:00:00,Mobile,Organic,1,1,1,0,0
350,2023-01-15 13:00:00,Desktop,Paid,1,1,1,1,0
351,2023-01-15 14:00:00,Mobile,Paid,1,1,1,1,1
352,2023-01-15 15:00:00,Desktop,Referral,1,1,1,1,1
353,2023-01-15 16:00:00,Desktop,Organic,1,1,1,1,1
354,2023-01-15 17:00:00,Mobile,Paid,1,0,0,0,0
355,2023-01-15 18:00:00,Mobile,Paid,1,1,1,0,0
356,2023-01-15 19:00:00,Desktop,Organic,1,1,0,0,0
357,2023-01-15 20:00:00,Mobile,Organic,1,1,1,1,0
358,2023-01-15 21:00:00,Mobile,Referral,1,1,0,0,0
359,2023-01-15 22:00:00,Tablet,Referral,1,1,1,1,0
360,2023-01-15 23:00:00,Mobile,Organic,1,1,1,1,0
361,2023-01-16 00:00:00,Mobile,Paid,1,0,0,0,0
362,2023-01-16 01:00:00,Desktop,Organic,1,0,0,0,0
363,2023-01-16 02:00:00,Mobile,Paid,1,0,0,0,0
364,2023-01-16 03:00:00,Mobile,Paid,1,0,0,0,0
365,2023-01-16 04:00:00,Tablet,Paid,1,1,0,0,0
366,2023-01-16 05:00:00,Mobile,Referral,1,1,1,0,0
367,2023-01-16 06:00:00,Tablet,Paid,1,0,0,0,0
368,2023-01-16 07:00:00,Tablet,Organic,1,1,1,1,0
369,2023-01-16 08:00:00,Mobile,Paid,1,1,1,1,1
370,2023-01-16 09:00:00,Mobile,Organic,1,1,1,1,1
371,2023-01-16 10:00:00,Mobile,Organic,1,1,1,1,1
372,2023-01-16 11:00:00,Mobile,Organic,1,0,0,0,0
373,2023-01-16 12:00:00,Mobile,Organic,1,1,1,0,0
374,2023-01-16 13:00:00,Desktop,Paid,1,1,1,1,1
375,2023-01-16 14:00:00,Mobile,Organic,1,0,0,0,0
376,2023-01-16 15:00:00,Mobile,Paid,1,1,1,1,1
377,2023-01-16 16:00:00,Desktop,Paid,1,1,0,0,0
378,2023-01-16 17:00:00,Mobile,Organic,1,1,0,0,0
379,2023-01-16 18:00:00,Desktop,Referral,1,0,0,0,0
380,2023-01-16 19:00:00,Mobile,Organic,1,1,1,0,0
381,2023-01-16 20:00:00,Mobile,Organic,1,1,0,0,0
382,2023-01-16 21:00:00,Desktop,Paid,1,1,1,1,1
383,2023-01-16 22:00:00,Desktop,Organic,1,1,1,1,0
384,2023-01-16 23:00:00,Desktop,Organic,1,0,0,0,0
385,2023-01-17 00:00:00,Desktop,Paid,1,0,0,0,0
386,2023-01-17 01:00:00,Desktop,Paid,1,1,1,1,0
387,2023-01-17 02:00:00,Mobile,Organic,1,1,1,0,0
388,2023-01-17 03:00:00,Mobile,Referral,1,0,0,0,0
389,2023-01-17 04:00:00,Desktop,Paid,1,0,0,0,0
390,2023-01-17 05:00:00,Desktop,Referral,1,0,0,0,0
391,2023-01-17 06:00:00,Tablet,Organic,1,0,0,0,0
392,2023-01-17 07:00:00,Mobile,Paid,1,1,0,0,0
393,2023-01-17 08:00:00,Mobile,Referral,1,1,1,1,0
394,2023-01-17 09:00:00,Desktop,Paid,1,1,0,0,0
395,2023-01-17 10:00:00,Mobile,Paid,1,1,0,0,0
396,2023-01-17 11:00:00,Tablet,Organic,1,1,1,1,0
397,2023-01-17 12:00:00,Desktop,Organic,1,1,1,1,1
398,2023-01-17 13:00:00,Mobile,Organic,1,1,0,0,0
399,2023-01-17 14:00:00,Desktop,Organic,1,1,1,0,0
400,2023-01-17 15:00:00,Desktop,Referral,1,1,1,1,1
401,2023-01-17 16:00:00,Mobile,Organic,1,1,1,0,0
402,2023-01-17 17:00:00,Tablet,Referral,1,1,1,1,1
403,2023-01-17 18:00:00,Mobile,Referral,1,1,0,0,0
404,2023-01-17 19:00:00,Desktop,Organic,1,1,1,0,0
405,2023-01-17 20:00:00,Mobile,Organic,1,0,0,0,0
406,2023-01-17 21:00:00,Desktop,Referral,1,1,1,1,0
407,2023-01-17 22:00:00,Mobile,Referral,1,1,0,0,0
408,2023-01-17 23:00:00,Mobile,Organic,1,1,1,1,1
